,,,,,,,,,,-89.74964904785156,89.1871337890625,-17.916641235351562,17.825790405273438
2.0,9.0,-2.0,19.0,0.0,13.0,4.0,1.0,-5.0,4.0,29.11724853515625,-14.573638916015625,-18.905532836914062,-1.371307373046875
8.0,16.0,-1.0,54.0,3.0,16.0,-12.0,58.0,-3.0,3.0,30.018218994140625,-22.811614990234375,-15.231025695800781,-2.744873046875
-1,-10,1,-11,,,-17,5,8,-16,12.317031860351562,-21.908035278320312,10.089698791503906,-3.646514892578125
2,-10,7,-10,,,-19,-4,24,-34,7.5595550537109375,-18.08538818359375,28.419403076171875,-4.789794921875
1.0,0.0,5.0,9.0,-2.0,-6.0,-4.0,-1.0,31.0,-31.0,3.0949249267578125,-9.024017333984375,20.273681640625,-5.884490966796875
-3,-1,-5,8,19,14,,,15,-5,-5.0785675048828125,9.303756713867188,-0.3992156982421875,-12.4195556640625
-3,10,-13,25,-11,62,,,-26,69,-20.378524780273438,31.07281494140625,-4.5285797119140625,-21.63037872314453
-1,0,-2,-7,-2,-2,,,-11,1,-21.667160034179688,20.810379028320312,-4.8149261474609375,-7.058380126953125
-4,-18,4,-48,-21,-16,,,-19,-3,-23.0020751953125,15.334716796875,-5.1115570068359375,20.40557098388672
-5.0,-5.0,5.0,-40.0,-6.0,1.0,17.0,-23.0,-7.0,2.0,-15.200042724609375,10.13336181640625,-3.3778076171875,28.40093994140625
0.0,1.0,-4.0,-39.0,-5.0,-1.0,22.0,-28.0,-3.0,4.0,-3.7796478271484375,2.7313385009765625,-1.5855712890625,10.9796142578125
0.0,3.0,2.0,-4.0,0.0,2.0,26.0,-32.0,-2.0,3.0,23.07373046875,-10.565872192382812,-15.519210815429688,-0.9186553955078125
8,12,,,11,18,12,4,-3,7,32.8167724609375,-20.065353393554688,-19.316490173339844,-2.1678009033203125
5,17,,,12,8,-26,99,1,0,17.914993286132812,-22.293609619140625,-2.1035232543945312,-3.1928253173828125
-1.0,-16.0,6.0,-20.0,3.0,-59.0,-22.0,-5.0,17.0,-34.0,9.41796875,-20.27056884765625,23.3477783203125,-4.2617340087890625
2.0,-5.0,3.0,8.0,22.0,-21.0,-13.0,-3.0,37.0,-28.0,5.5248565673828125,-15.051895141601562,30.553375244140625,-6.5631103515625
1,1,1,8,3,12,,,24,-8,-1.6596527099609375,2.6010589599609375,3.13677978515625,-8.807296752929688
1,7,-5,17,-1,36,,,-1,28,-16.144134521484375,26.653518676757812,-3.58758544921875,-20.804641723632812
-6,0,-9,3,-8,18,,,-26,27,-22.528900146484375,26.165695190429688,-5.0064239501953125,-12.881553649902344
-5,-17,-1,-37,-3,-2,,,-24,-2,-25.19635009765625,17.135955810546875,-5.59918212890625,14.266105651855469
-2,-2,2,-14,-16,-11,,,-10,2,-16.956893920898438,11.304580688476562,-3.7682037353515625,28.945770263671875
-3.0,-2.0,3.0,-35.0,0.0,13.0,17.0,-20.0,-10.0,4.0,-7.0693359375,4.712890625,-1.57098388671875,16.4105224609375
-1.0,5.0,-5.0,-7.0,-14.0,-5.0,34.0,-31.0,-7.0,5.0,22.955429077148438,-10.427825927734375,-15.485519409179688,-0.8996429443359375
7.0,22.0,-1.0,61.0,6.0,29.0,-8.0,56.0,-8.0,8.0,37.15086364746094,-23.357406616210938,-21.516403198242188,-2.5638427734375
4.0,-14.0,9.0,8.0,23.0,-87.0,-41.0,11.0,59.0,-66.0,29.13079833984375,-53.80763244628906,51.02998352050781,-12.821151733398438
-12,10,5,7,19,7,,,25,-7,-0.6773223876953125,0.372344970703125,5.6519012451171875,-8.30731201171875
21,-9,4,4,-4,14,,,37,-6,-14.373519897460938,24.283767700195312,-3.194122314453125,-19.755783081054688
1,5,-8,9,-5,38,,,-51,60,-22.896820068359375,28.006820678710938,-5.088165283203125,-14.827957153320312
-4,-7,1,-22,-9,-9,,,-20,0,-25.336700439453125,17.628128051757812,-5.6303863525390625,11.412200927734375
-5,-6,6,-34,-15,-5,,,-19,2,-18.045028686523438,12.030014038085938,-4.0100250244140625,29.599319458007812
-3.0,0.0,-1.0,-40.0,-10.0,6.0,20.0,-24.0,-11.0,8.0,-7.8819122314453125,5.2545928955078125,-1.7515106201171875,18.095779418945312
0.0,0.0,-4.0,-11.0,0.0,7.0,30.0,-27.0,-4.0,2.0,13.580978393554688,-5.914306640625,-9.3212890625,-0.4222259521484375
7.0,11.0,5.0,31.0,11.0,22.0,15.0,-8.0,-3.0,7.0,32.88230895996094,-17.765396118164062,-20.635055541992188,-1.7721099853515625
7.0,14.0,0.0,62.0,6.0,8.0,-22.0,85.0,-1.0,0.0,23.505340576171875,-21.293716430664062,-10.049385070800781,-2.7358856201171875
-2.0,-5.0,0.0,-10.0,10.0,-27.0,-14.0,0.0,7.0,-19.0,11.898773193359375,-23.455413818359375,18.006675720214844,-4.294830322265625
-18.0,-4.0,0.0,-3.0,4.0,-61.0,-24.0,-5.0,28.0,-34.0,6.554351806640625,-16.801116943359375,30.616607666015625,-5.5225677490234375
14.0,-8.0,0.0,6.0,-1.0,1.0,-2.0,0.0,23.0,-21.0,1.33734130859375,-4.3282623291015625,11.32891845703125,-6.5725250244140625
0,-2,-1,5,0,12,,,2,7,-9.70880126953125,17.311447143554688,-2.15753173828125,-16.28466796875
-2,3,-2,3,1,32,,,0,31,-18.300064086914062,26.256881713867188,-4.066680908203125,-16.85857391357422
0,-1,-1,-9,2,16,,,-20,17,-23.735641479492188,20.6468505859375,-5.2745819091796875,-3.6739120483398438
-2.0,-10.0,5.0,-33.0,-15.0,-17.0,8.0,-22.0,-17.0,-3.0,-21.3839111328125,14.255889892578125,-4.751983642578125,23.7518310546875
-3.0,-4.0,-1.0,-30.0,-11.0,-2.0,9.0,-21.0,-15.0,3.0,-14.364242553710938,9.576217651367188,-3.192047119140625,28.755538940429688
-3.0,-1.0,-6.0,-24.0,-8.0,8.0,30.0,-32.0,-11.0,5.0,0.87823486328125,0.219268798828125,-2.72003173828125,5.596527099609375
0.0,7.0,-4.0,25.0,-3.0,13.0,5.0,-6.0,-7.0,4.0,26.737503051757812,-12.704620361328125,-17.731216430664062,-1.1433868408203125
5,13,,,3,12,-14,66,-1,2,30.172653198242188,-19.749359130859375,-17.048629760742188,-2.2154541015625
0,-1,,,,,-12,5,4,-7,15.958480834960938,-22.241378784179688,1.3276519775390625,-3.3197784423828125
3,-13,6,6,,,-27,1,53,-61,9.44110107421875,-21.158721923828125,27.876602172851562,-4.8418731689453125
-3,2,-1,5,5,7,,,21,-15,4.194732666015625,-11.786651611328125,25.109542846679688,-5.9093475341796875
1,2,-1,8,-3,14,,,8,2,-2.5626373291015625,4.4282379150390625,2.03497314453125,-9.854248046875
-1,3,-6,5,12,25,,,-9,27,-15.74169921875,25.755477905273438,-3.498138427734375,-19.711395263671875
-2,-1,-3,-6,-25,14,,,-28,34,-20.918472290039062,24.573211669921875,-4.6485443115234375,-12.279273986816406
-2,-9,2,-16,14,-13,,,-12,-1,-22.87481689453125,15.80780029296875,-5.0832977294921875,9.732444763183594
-4,-4,8,-34,-24,0,,,-18,6,-18.592132568359375,12.39471435546875,-4.131591796875,29.277099609375
0.0,0.0,3.0,-33.0,-5.0,4.0,29.0,-22.0,-8.0,5.0,-8.670013427734375,5.780059814453125,-1.926666259765625,19.546371459960938
2.0,2.0,-3.0,-4.0,0.0,13.0,26.0,-29.0,-2.0,6.0,9.751876831054688,-4.1067657470703125,-7.0013275146484375,0.469879150390625
7.0,16.0,4.0,31.0,8.0,25.0,9.0,10.0,-4.0,7.0,35.08592224121094,-18.522384643554688,-22.255096435546875,-1.816741943359375
7.0,15.0,-1.0,59.0,8.0,9.0,-23.0,73.0,3.0,8.0,26.5870361328125,-25.161834716796875,-10.4678955078125,-3.2873077392578125
-5.0,-21.0,3.0,-21.0,5.0,-78.0,-25.0,-7.0,10.0,-46.0,11.390274047851562,-23.343109130859375,21.983963012695312,-4.5411224365234375
-1.0,-1.0,3.0,3.0,12.0,-22.0,-6.0,-2.0,25.0,-18.0,6.076019287109375,-16.154937744140625,31.475692749023438,-6.2182769775390625
4,4,3,8,14,8,,,38,-9,-1.363372802734375,1.624786376953125,5.71527099609375,-9.823455810546875
4,3,2,11,7,23,,,13,11,-14.165145874023438,23.704635620117188,-3.1478118896484375,-18.82647705078125
-2,9,-6,13,-10,35,,,-20,41,-20.16473388671875,25.169662475585938,-4.4810638427734375,-13.650405883789062
-3,-16,-3,-33,-17,-7,,,-27,-2,-23.15972900390625,16.764495849609375,-5.1466064453125,5.9836883544921875
-7,-5,3,-30,-8,-4,,,-14,0,-21.168075561523438,14.112060546875,-4.704010009765625,31.761093139648438
-4.0,1.0,0.0,-37.0,-9.0,5.0,27.0,-25.0,-11.0,6.0,-9.08837890625,6.0589141845703125,-2.0196380615234375,20.514755249023438
0.0,4.0,-4.0,9.0,1.0,11.0,22.0,-12.0,-7.0,6.0,13.363449096679688,-5.7992095947265625,-9.238922119140625,-0.229644775390625
3.0,11.0,-1.0,28.0,3.0,14.0,1.0,10.0,0.0,3.0,32.7288818359375,-17.639129638671875,-20.5625,-1.756439208984375
8,14,,,8,8,-3,45,-1,2,24.27325439453125,-22.281982421875,-10.195938110351562,-2.8759002685546875
-3,-15,,,4,-59,-25,3,9,-35,11.343475341796875,-22.460647583007812,17.698501586914062,-4.1299285888671875
3.0,-5.0,4.0,0.0,8.0,-37.0,-14.0,-2.0,31.0,-25.0,6.2780914306640625,-15.955184936523438,28.591705322265625,-5.04180908203125
0.0,-1.0,0.0,6.0,18.0,4.0,-4.0,7.0,38.0,-23.0,1.6557464599609375,-5.2861785888671875,13.6278076171875,-7.266510009765625
1,6,-2,14,-4,33,,,10,19,-10.62310791015625,18.79803466796875,-2.360687255859375,-17.298873901367188
-4,4,-9,4,-11,35,,,-30,45,-20.137313842773438,27.9500732421875,-4.4749603271484375,-17.284835815429688
-3,-9,-4,-23,-22,-10,,,-22,0,-25.700531005859375,20.55291748046875,-5.7112274169921875,1.0316085815429688
-1,-7,5,-29,3,-7,,,-13,-1,-21.423019409179688,14.282028198242188,-4.76068115234375,29.14447784423828
-4.0,-1.0,3.0,-35.0,-9.0,-1.0,24.0,-25.0,-9.0,4.0,-10.923233032226562,7.2821502685546875,-2.4273834228515625,23.579635620117188
1.0,5.0,-5.0,8.0,5.0,13.0,27.0,-30.0,-8.0,5.0,9.083984375,-3.6724700927734375,-7.104339599609375,2.034423828125
0,18,,,-1,19,0,22,-5,4,29.762298583984375,-15.251556396484375,-19.130142211914062,-1.4624176025390625
1,8,,,0,2,-22,47,-5,1,27.643402099609375,-21.74407958984375,-13.622795104980469,-2.6537017822265625
-2.0,-21.0,8.0,-23.0,-2.0,-78.0,-22.0,-2.0,18.0,-47.0,12.429031372070312,-22.59130859375,11.687904357910156,-3.825347900390625
2.0,-5.0,3.0,5.0,9.0,-22.0,-5.0,1.0,29.0,-29.0,7.8029632568359375,-19.105743408203125,31.670516967773438,-5.44671630859375
3.0,-2.0,2.0,9.0,14.0,6.0,-6.0,4.0,25.0,-7.0,2.308624267578125,-6.93927001953125,16.283355712890625,-6.777435302734375
-2,4,-10,0,0,59,,,-31,63,-32.671844482421875,49.05419921875,-7.260406494140625,-36.468475341796875
-5,-4,3,-24,-14,0,,,-18,4,-21.966567993164062,17.322296142578125,-4.881439208984375,0.3723297119140625
-3.0,-1.0,3.0,-29.0,-10.0,2.0,18.0,-20.0,-13.0,5.0,-19.991317749023438,13.327560424804688,-4.4425201416015625,24.389450073242188
-1.0,5.0,-6.0,4.0,-2.0,18.0,29.0,-22.0,-9.0,9.0,-12.750076293945312,8.500045776367188,-2.8333740234375,25.831802368164062
1.0,8.0,0.0,17.0,-5.0,12.0,6.0,-8.0,-2.0,1.0,0.5605621337890625,0.424530029296875,-2.7660369873046875,6.288421630859375
5.0,5.0,0.0,18.0,5.0,14.0,-2.0,16.0,-6.0,2.0,28.005615234375,-13.380828857421875,-18.53192138671875,-1.2101898193359375
1.0,3.0,-3.0,20.0,4.0,-6.0,-19.0,38.0,-5.0,-5.0,31.9556884765625,-21.8702392578125,-17.534339904785156,-2.5094451904296875
-1.0,-17.0,4.0,-13.0,7.0,-72.0,-19.0,3.0,24.0,-36.0,14.204483032226562,-21.993270874023438,4.6969146728515625,-3.420654296875
-7.0,4.0,7.0,6.0,30.0,-21.0,-12.0,1.0,49.0,-36.0,9.338165283203125,-21.68780517578125,31.624778747558594,-5.40863037109375
16.0,-5.0,3.0,8.0,-4.0,9.0,-3.0,9.0,33.0,-10.0,3.3202056884765625,-9.663116455078125,21.654510498046875,-6.5556793212890625
2,5,1,9,,,,,5,9,-4.8132171630859375,8.914764404296875,-0.7946624755859375,-11.423126220703125
1,6,-7,13,,,,,-18,47,-16.695114135742188,26.325515747070312,-3.71002197265625,-19.036727905273438
-3,-5,-5,-7,-8,2,,,-22,8,-23.993911743164062,25.008773803710938,-5.3319854736328125,-10.323432922363281
-4,-10,3,-34,-5,-10,,,-20,0,-21.647613525390625,14.4317626953125,-4.810577392578125,16.23815155029297
-5,-2,8,-43,-21,-6,,,-17,6,-18.969680786132812,12.646453857421875,-4.2154998779296875,34.418975830078125
-4.0,0.0,-6.0,-14.0,-6.0,2.0,29.0,-34.0,-7.0,2.0,-2.346435546875,1.953582763671875,-1.9067230224609375,9.284805297851562
1,11,,,-2,26,0,-6,-10,11,25.374908447265625,-11.810455322265625,-16.962570190429688,-1.0429229736328125
4,15,,,3,16,6,28,-4,4,30.759063720703125,-19.286636352539062,-17.84302520751953,-2.11383056640625
5,7,,,5,1,-19,44,-4,-1,17.749649047851562,-23.021392822265625,-0.7163925170898438,-3.3535308837890625
-1.0,-21.0,0.0,-18.0,13.0,-72.0,-16.0,-5.0,16.0,-37.0,9.176849365234375,-20.1070556640625,24.646270751953125,-4.373748779296875
2.0,-6.0,5.0,4.0,7.0,-20.0,-11.0,0.0,34.0,-17.0,4.909637451171875,-13.476821899414062,27.689483642578125,-5.9512939453125
7,3,4,13,26,16,,,47,-17,-2.581878662109375,4.2010650634765625,3.54669189453125,-10.8956298828125
4,7,-3,18,-2,41,,,-11,43,-13.776535034179688,22.787628173828125,-3.061431884765625,-17.649017333984375
-3,-2,-6,-6,-13,6,,,-19,9,-20.467742919921875,25.151992797851562,-4.5483856201171875,-13.367362976074219
-5,-14,3,-34,-15,-11,,,-24,2,-26.327163696289062,18.627853393554688,-5.850494384765625,10.595146179199219
-4.0,-2.0,6.0,-30.0,-2.0,12.0,16.0,-13.0,-16.0,5.0,-20.245864868164062,13.497238159179688,-4.49908447265625,33.91963195800781
-1.0,1.0,0.0,-23.0,-12.0,-5.0,26.0,-20.0,-8.0,5.0,-5.6616973876953125,3.8831634521484375,-1.63848876953125,14.266952514648438
0.0,13.0,-3.0,17.0,-1.0,27.0,29.0,-28.0,-7.0,10.0,21.24072265625,-9.614288330078125,-14.347686767578125,-0.8265380859375
5.0,15.0,1.0,41.0,2.0,22.0,-1.0,31.0,-8.0,2.0,31.236770629882812,-18.296463012695312,-18.825637817382812,-1.926177978515625
1,4,-7,20,1,-7,-22,37,,,20.91705322265625,-23.6617431640625,-4.8526611328125,-3.286529541015625
-4,-14,-1,-12,3,-39,-15,-1,,,10.1004638671875,-21.479400634765625,23.65240478515625,-4.4319305419921875
-3.0,-12.0,3.0,-4.0,5.0,-61.0,-24.0,3.0,27.0,-30.0,5.5142059326171875,-14.937179565429688,30.037139892578125,-6.2562103271484375
2,2,-10,15,23,8,,,44,-18,-2.291534423828125,3.6028900146484375,3.98736572265625,-10.616851806640625
2,2,-2,10,-1,18,,,37,-8,-13.736190795898438,22.809463500976562,-3.052490234375,-17.793258666992188
2,6,-6,17,-7,36,,,-46,53,-20.642669677734375,25.470550537109375,-4.5872650146484375,-13.612129211425781
-7,-21,2,-39,-16,-8,,,-31,2,-26.854446411132812,19.007904052734375,-5.9676361083984375,11.067497253417969
-2,-2,9,-26,-11,-5,,,-12,2,-17.608139038085938,11.738754272460938,-3.9129180908203125,28.747955322265625
-5.0,0.0,4.0,-35.0,-2.0,15.0,33.0,-20.0,-12.0,4.0,-8.091217041015625,5.3941650390625,-1.798065185546875,18.433486938476562
2.0,9.0,-3.0,9.0,-4.0,9.0,31.0,-25.0,-10.0,11.0,11.565338134765625,-4.953216552734375,-8.119308471679688,0.0964508056640625
6.0,19.0,5.0,45.0,4.0,15.0,-1.0,40.0,-2.0,4.0,34.709625244140625,-18.601287841796875,-21.864547729492188,-1.8447265625
-1.0,3.0,-8.0,15.0,2.0,-9.0,-23.0,20.0,-4.0,-6.0,24.7484130859375,-23.404281616210938,-9.890678405761719,-3.0530548095703125
-2.0,-17.0,1.0,-12.0,9.0,-64.0,-26.0,1.0,22.0,-37.0,10.764312744140625,-21.565155029296875,18.135154724121094,-4.0276641845703125
4.0,-2.0,5.0,11.0,17.0,-20.0,-10.0,6.0,57.0,-39.0,6.771209716796875,-17.492828369140625,32.35432434082031,-5.97906494140625
2,3,-2,8,6,20,,,12,5,-0.339141845703125,-0.8011016845703125,8.989456176757812,-9.574050903320312
-8,13,-18,21,-8,46,,,-31,54,-12.024169921875,20.614715576171875,-2.6720428466796875,-17.107620239257812
0,-13,0,-21,-9,-4,,,-19,1,-24.579849243164062,30.932098388671875,-5.462188720703125,-17.0340576171875
-3,-4,3,-21,-15,-8,,,-9,0,-24.702529907226562,17.328887939453125,-5.48944091796875,9.920440673828125
-3,-1,9,-28,-7,-1,,,-11,5,-18.4371337890625,12.291427612304688,-4.0971527099609375,29.383697509765625
3.0,1.0,3.0,-17.0,1.0,4.0,51.0,-38.0,-7.0,5.0,-8.626495361328125,5.7509918212890625,-1.9169921875,19.612167358398438
0.0,0.0,-2.0,-4.0,2.0,3.0,5.0,-15.0,-2.0,2.0,13.429733276367188,-5.840301513671875,-9.237594604492188,-0.364654541015625
4.0,10.0,2.0,21.0,0.0,24.0,1.0,8.0,-6.0,7.0,33.75160217285156,-18.307296752929688,-21.141082763671875,-1.831298828125
6.0,16.0,0.0,49.0,3.0,22.0,-11.0,54.0,-14.0,2.0,22.806549072265625,-20.878555297851562,-9.631324768066406,-2.69183349609375
0,-17,4,-16,,,-21,4,18,-34,12.339828491210938,-24.501800537109375,19.61774444580078,-4.5478515625
-1,-11,5,1,,,-18,2,31,-22,6.5724945068359375,-17.156097412109375,32.34681701660156,-6.1156463623046875
5,13,-12,34,9,53,,,37,27,-28.362777709960938,42.127838134765625,1.498199462890625,-39.57696533203125
-1,-4,-8,-4,-3,3,,,-23,5,-22.95977783203125,19.50445556640625,-5.1021728515625,-2.7425308227539062
-6,-9,3,-29,-22,-3,,,-20,6,-22.039382934570312,14.69293212890625,-4.8976287841796875,25.34093475341797
-7,2,10,-32,-12,-4,,,-17,5,-13.772048950195312,9.181365966796875,-3.060455322265625,28.106689453125
-1.0,1.0,2.0,-30.0,-4.0,16.0,53.0,-40.0,-12.0,8.0,7.30950927734375,-2.6855316162109375,-6.6926116943359375,4.229034423828125
1.0,6.0,-3.0,18.0,-3.0,12.0,4.0,3.0,-2.0,3.0,28.714187622070312,-14.515289306640625,-18.565414428710938,-1.3768463134765625
2.0,14.0,-4.0,46.0,7.0,9.0,-21.0,48.0,-8.0,1.0,30.1470947265625,-23.60443115234375,-14.916267395019531,-2.87542724609375
2.0,-17.0,3.0,-9.0,13.0,-65.0,-23.0,3.0,24.0,-37.0,12.16143798828125,-22.506805419921875,12.581230163574219,-3.857086181640625
6.0,-3.0,4.0,10.0,21.0,-25.0,-12.0,5.0,61.0,-45.0,7.18096923828125,-17.552688598632812,28.985565185546875,-4.93035888671875
3.0,3.0,3.0,6.0,18.0,12.0,-3.0,4.0,17.0,-3.0,2.5389556884765625,-7.6581878662109375,18.174636840820312,-7.70806884765625
1,3,1,8,-1,14,,,9,8,-7.8591461181640625,14.233444213867188,-1.746490478515625,-14.108047485351562
-2,7,-8,19,-21,40,,,-26,55,-19.38409423828125,28.4613037109375,-4.3075714111328125,-18.825393676757812
-4,-8,-5,-17,0,-5,,,-22,-1,-22.988861083984375,20.614791870117188,-5.108612060546875,-4.9215240478515625
-6,-6,-3,-22,-17,-5,,,-20,4,-21.0115966796875,14.00775146484375,-4.66925048828125,21.302658081054688
-3,-3,10,-36,-9,-2,,,-16,5,-16.62835693359375,11.085556030273438,-3.6951904296875,32.636260986328125
-2.0,0.0,-1.0,-22.0,-3.0,4.0,38.0,-41.0,-8.0,3.0,3.5618896484375,-0.9988250732421875,-4.2965087890625,4.7944488525390625
2.0,6.0,0.0,8.0,3.0,14.0,9.0,-9.0,-8.0,9.0,28.008865356445312,-13.66790771484375,-18.37786865234375,-1.2591400146484375
10.0,19.0,5.0,52.0,1.0,30.0,-3.0,48.0,-14.0,7.0,33.27569580078125,-24.575942993164062,-17.272789001464844,-2.92120361328125
2.0,-5.0,-2.0,7.0,11.0,-40.0,-21.0,25.0,11.0,-26.0,12.549957275390625,-22.310943603515625,10.377601623535156,-3.720245361328125
0.0,-16.0,4.0,-14.0,3.0,-53.0,-19.0,-2.0,22.0,-28.0,7.7433013916015625,-18.65985107421875,29.82952880859375,-5.058319091796875
4.0,1.0,4.0,9.0,24.0,-14.0,-10.0,5.0,58.0,-29.0,2.8681793212890625,-8.458038330078125,19.296035766601562,-6.802490234375
1,3,3,8,8,19,,,21,-3,-7.0529327392578125,12.889617919921875,-1.566009521484375,-13.93280029296875
0,5,-6,11,-3,23,,,0,21,-19.242294311523438,28.725936889648438,-4.27606201171875,-19.396339416503906
-1,9,-7,17,-15,34,,,-21,41,-22.714859008789062,21.057418823242188,-5.047760009765625,-6.113739013671875
-8,-7,-10,-13,-1,0,,,-27,1,-20.497467041015625,13.664993286132812,-4.5550079345703125,18.93158721923828
-4,-5,6,-24,-13,-9,,,-13,1,-15.446334838867188,10.297531127929688,-3.4324951171875,28.427337646484375
-3,-3,10,-46,-12,-8,,,-15,4,-4.26397705078125,3.0478057861328125,-1.670166015625,12.0054931640625
1.0,3.0,1.0,-26.0,-1.0,6.0,29.0,-69.0,-4.0,3.0,26.222457885742188,-12.172317504882812,-17.547012329101562,-1.072174072265625
4.0,13.0,3.0,29.0,4.0,30.0,3.0,17.0,-16.0,14.0,37.199951171875,-25.161972045898438,-20.574615478515625,-2.8704071044921875
6,12,,,2,14,-22,68,-4,0,14.86871337890625,-24.557449340820312,8.788162231445312,-3.9821319580078125
-4,-15,,,1,-50,-29,6,2,-32,7.833160400390625,-18.719589233398438,29.33935546875,-4.9586944580078125
-2.0,-9.0,1.0,-2.0,3.0,-44.0,-24.0,4.0,15.0,-20.0,3.0686798095703125,-8.988922119140625,20.322784423828125,-6.3910369873046875
2.0,-2.0,0.0,9.0,17.0,-16.0,-5.0,2.0,47.0,-26.0,-5.049072265625,9.345184326171875,-0.907440185546875,-11.683624267578125
2,5,-2,15,4,28,,,19,10,-16.8795166015625,26.485809326171875,-3.7509765625,-19.025558471679688
-2,4,-8,3,-12,40,,,-26,42,-24.078460693359375,24.773513793945312,-5.35076904296875,-9.950714111328125
-5,-15,0,-38,-16,-7,,,-26,2,-21.54766845703125,14.3651123046875,-4.7883758544921875,16.75213623046875
-3.0,-2.0,8.0,-26.0,-5.0,-3.0,12.0,-14.0,-12.0,4.0,-16.765060424804688,11.176681518554688,-3.725555419921875,29.834991455078125
-3.0,1.0,0.0,-21.0,-1.0,8.0,22.0,-13.0,-12.0,6.0,-5.4096832275390625,3.671661376953125,-1.4294586181640625,13.363800048828125
1.0,5.0,-4.0,7.0,-1.0,13.0,24.0,-13.0,-7.0,6.0,18.043258666992188,-8.041534423828125,-12.256515502929688,-0.6806488037109375
5.0,10.0,1.0,26.0,1.0,17.0,8.0,-2.0,-3.0,1.0,35.744842529296875,-20.77667236328125,-21.630218505859375,-2.1767578125
3.0,7.0,-5.0,31.0,-2.0,9.0,-20.0,38.0,-9.0,1.0,19.80712890625,-22.886444091796875,-4.223663330078125,-3.197662353515625
-4.0,-13.0,-6.0,-9.0,3.0,-33.0,-17.0,3.0,2.0,-15.0,9.788421630859375,-20.740386962890625,22.519561767578125,-4.2423248291015625
0.0,-11.0,3.0,-4.0,1.0,-65.0,-20.0,6.0,29.0,-35.0,5.8786468505859375,-15.882156372070312,31.797042846679688,-6.68072509765625
4.0,2.0,0.0,10.0,23.0,-3.0,-6.0,4.0,40.0,-27.0,-1.7619171142578125,2.7321014404296875,3.465606689453125,-9.237350463867188
3,2,6,11,10,14,,,25,-1,-13.033966064453125,21.957473754882812,-2.89642333984375,-17.581649780273438
4,7,5,13,-4,37,,,5,32,-22.603424072265625,28.062347412109375,-5.0229949951171875,-15.148994445800781
-1,3,0,-5,-1,14,,,-19,23,-22.919677734375,16.21453857421875,-5.0932464599609375,7.582527160644531
-4,-12,0,-28,-7,-10,,,-16,2,-17.999786376953125,11.999862670898438,-3.9999542236328125,26.67303466796875
-2,-4,8,-30,-7,-6,,,-16,3,-10.258682250976562,6.8391265869140625,-2.27972412109375,22.320297241210938
-1.0,-2.0,1.0,-22.0,-3.0,2.0,28.0,-23.0,-11.0,4.0,7.2542877197265625,-2.85711669921875,-5.859649658203125,2.0980377197265625
-2.0,9.0,-7.0,23.0,-4.0,19.0,8.0,-4.0,-19.0,11.0,33.487091064453125,-17.202041625976562,-21.501449584960938,-1.652557373046875
5.0,16.0,-3.0,37.0,-2.0,21.0,-4.0,33.0,-9.0,4.0,26.811279296875,-22.011688232421875,-12.708305358886719,-2.731475830078125
3.0,-8.0,5.0,-6.0,9.0,-61.0,-25.0,10.0,20.0,-33.0,12.413970947265625,-23.495193481445312,14.783454895019531,-4.1191253662109375
1.0,-8.0,6.0,6.0,21.0,-27.0,-15.0,1.0,50.0,-33.0,6.7465972900390625,-16.770675659179688,28.724288940429688,-4.9412689208984375
5,4,1,9,10,12,,,28,-16,2.337921142578125,-7.00616455078125,16.350799560546875,-6.6299591064453125
1,3,-3,15,-6,22,,,4,15,-6.916839599609375,12.650146484375,-1.537078857421875,-13.359237670898438
-6,6,-11,6,-17,34,,,-28,46,-22.207916259765625,32.40386962890625,-4.9350738525390625,-21.375244140625
-8,-15,-3,-31,-4,-12,,,-24,-1,-24.545913696289062,20.701873779296875,-5.45465087890625,-2.1554183959960938
