,,,,,,,,,,-89.74964904785156,89.1871337890625,-17.916641235351562,17.825790405273438
-3,-2,,,-14,-5,,,-10,3,-21.730621337890625,14.487091064453125,-4.829010009765625,21.892593383789062
-3,1,,,-4,4,48,-26,-8,4,-15.532684326171875,10.355133056640625,-3.45172119140625,30.246307373046875
6,12,,,8,23,13,-20,-7,12,0.6199493408203125,0.45745849609375,-3.0243377685546875,6.8386077880859375
8,15,,,0,18,,,-4,4,24.7777099609375,-11.698074340820312,-16.472793579101562,-1.0466766357421875
-4,-2,,,,,,,-4,-7,35.89427185058594,-24.435150146484375,-19.76690673828125,-2.79638671875
-6,-13,0,-8,,,-25,1,13,-31,14.170120239257812,-22.987625122070312,6.9933013916015625,-3.666961669921875
2.0,-1.0,0.0,8.0,6.0,-24.0,-5.0,-3.0,29.0,-30.0,7.784423828125,-18.144744873046875,26.712081909179688,-4.4933624267578125
6,0,,,18,3,,,44,-41,3.7837066650390625,-10.822463989257812,23.666534423828125,-6.1956634521484375
1,-1,,,2,1,,,6,-6,-3.6723175048828125,6.6938934326171875,0.416107177734375,-10.676971435546875
7,6,,,5,28,,,8,33,-15.90216064453125,25.62139892578125,-3.5338134765625,-19.10791015625
0,8,,,-6,40,,,-34,62,-21.990371704101562,24.798385620117188,-4.8867645263671875,-11.674705505371094
-7,-17,0,-31,-15,-19,,,-30,0,-26.66925048828125,17.986190795898438,-5.9264984130859375,17.687110900878906
-3,-3,6,-27,-11,-3,,,-12,1,-16.35626220703125,10.904159545898438,-3.63470458984375,29.578338623046875
-2.0,-1.0,3.0,-60.0,-6.0,3.0,36.0,-36.0,-6.0,3.0,-3.5069732666015625,2.7909088134765625,-2.3958892822265625,12.449142456054688
2.0,11.0,1.0,11.0,5.0,17.0,45.0,-49.0,-5.0,11.0,29.442672729492188,-13.987548828125,-19.526535034179688,-1.25860595703125
5,14,,,7,17,,,-4,6,31.765853881835938,-21.705703735351562,-17.449127197265625,-2.488616943359375
-1,11,,,-7,4,,,-9,2,14.330352783203125,-22.09796142578125,4.6100311279296875,-3.4325408935546875
-9.0,-22.0,-3.0,-21.0,-6.0,-66.0,-35.0,0.0,4.0,-41.0,9.303085327148438,-21.58258056640625,31.37957763671875,-5.3646697998046875
4,8,-1,10,,,-16,1,32,-30,3.39013671875,-9.861923217773438,22.0855712890625,-6.8673095703125
-6,-7,-2,11,,,,,29,-10,-5.639739990234375,10.40570068359375,-1.1291046142578125,-12.392807006835938
1,10,1,11,3,34,,,10,21,-17.661285400390625,27.300018310546875,-3.92474365234375,-19.2376708984375
0,3,0,1,-18,34,,,-23,44,-22.199432373046875,22.589324951171875,-4.933197021484375,-8.892372131347656
-7,-14,0,-41,-6,-15,,,-26,1,-24.094284057617188,16.062850952148438,-5.3542938232421875,19.68244171142578
-12,1,-3,-44,-16,3,,,-20,9,-17.266983032226562,11.511322021484375,-3.83709716796875,32.6478271484375
-20.0,5.0,-10.0,3.0,-9.0,10.0,22.0,-27.0,-12.0,8.0,1.00390625,0.3677978515625,-3.5664215087890625,7.524932861328125
26.0,17.0,8.0,41.0,11.0,26.0,7.0,21.0,2.0,20.0,32.64532470703125,-16.08306884765625,-21.336578369140625,-1.4936676025390625
14.0,22.0,11.0,53.0,18.0,20.0,0.0,68.0,11.0,13.0,28.263046264648438,-20.72674560546875,-14.75128173828125,-2.4559783935546875
7.0,-6.0,12.0,-6.0,23.0,-46.0,-4.0,10.0,31.0,-24.0,14.038482666015625,-23.686569213867188,9.08135986328125,-3.8653411865234375
12.0,-5.0,9.0,16.0,33.0,-30.0,-13.0,14.0,52.0,-35.0,8.40185546875,-20.280349731445312,32.54530334472656,-5.5772552490234375
7,2,6,5,-5,9,,,27,-7,2.2169342041015625,-6.90478515625,17.265304565429688,-8.189727783203125
6,1,4,8,21,13,,,12,8,-10.72967529296875,18.956451416015625,-2.3843841552734375,-17.322357177734375
10,5,5,8,-1,43,,,-12,45,-18.898757934570312,26.45794677734375,-4.19970703125,-16.507041931152344
1,-9,11,-24,-2,-8,,,-13,-1,-27.105499267578125,22.008926391601562,-6.023468017578125,0.6956100463867188
0,-9,,,-2,-6,,,-13,-2,-18.91729736328125,12.611526489257812,-4.203826904296875,24.88629150390625
3,-4,,,8,5,70,-65,-3,-3,-13.000473022460938,8.6669921875,-2.889007568359375,27.3087158203125
6.0,3.0,2.0,6.0,-4.0,-8.0,8.0,-19.0,0.0,3.0,5.29083251953125,-1.970062255859375,-4.6193695068359375,2.443206787109375
7.0,4.0,6.0,13.0,8.0,2.0,5.0,0.0,1.0,2.0,29.603302001953125,-14.657028198242188,-19.308624267578125,-1.3668975830078125
8.0,14.0,-3.0,64.0,5.0,11.0,-29.0,98.0,-6.0,4.0,29.476409912109375,-21.6114501953125,-15.3873291015625,-2.560546875
-5.0,-4.0,-2.0,-7.0,-1.0,-16.0,-7.0,1.0,0.0,-10.0,13.084732055664062,-22.058517456054688,7.8990936279296875,-3.56866455078125
-18.0,-3.0,-19.0,-12.0,-14.0,-60.0,-33.0,1.0,21.0,-50.0,7.8948516845703125,-18.555068969726562,27.906570434570312,-4.699127197265625
-2.0,-6.0,-19.0,6.0,-9.0,3.0,-33.0,4.0,-6.0,-29.0,3.5737152099609375,-10.338821411132812,22.976837158203125,-6.7716064453125
-12.0,-10.0,-23.0,7.0,-18.0,-16.0,-24.0,0.0,-14.0,2.0,-6.5401153564453125,11.947906494140625,-1.1596832275390625,-14.023361206054688
-8,-3,-13,-4,0,14,,,-10,4,-16.503982543945312,25.374740600585938,-3.66754150390625,-17.70977783203125
-17,-6,-14,-12,,,,,-33,29,-21.55303955078125,22.314468383789062,-4.7895660400390625,-9.085121154785156
-6,6,1,-8,,,1,4,-20,20,-21.734390258789062,14.492279052734375,-4.8298797607421875,15.153923034667969
0.0,-4.0,11.0,-41.0,-7.0,1.0,15.0,-27.0,-7.0,5.0,-17.65081787109375,11.767227172851562,-3.9223785400390625,30.757659912109375
1.0,2.0,4.0,-21.0,-2.0,8.0,26.0,-25.0,-4.0,6.0,-5.7922821044921875,3.91229248046875,-1.4640045166015625,14.079696655273438
5.0,-1.0,-2.0,3.0,2.0,6.0,15.0,-31.0,0.0,3.0,22.281387329101562,-10.11029052734375,-15.037017822265625,-0.8712921142578125
11,17,,,13,22,-4,59,-1,7,30.957748413085938,-18.2843017578125,-18.574691772460938,-1.9348297119140625
3,5,,,,,-9,31,5,-9,21.117401123046875,-24.65704345703125,-3.8308334350585938,-3.471435546875
-4,-25,-2,-16,,,-27,-5,19,-56,10.278411865234375,-22.369903564453125,26.800193786621094,-4.8376007080078125
2.0,-3.0,1.0,5.0,-8.0,-8.0,-12.0,-1.0,17.0,-25.0,4.8011474609375,-13.300460815429688,27.725540161132812,-6.24114990234375
5.0,11.0,-1.0,4.0,17.0,11.0,-3.0,4.0,10.0,4.0,-2.7240142822265625,4.6614837646484375,2.3629913330078125,-10.393096923828125
-11,-6,-2,6,-6,21,,,2,16,-13.97216796875,23.083053588867188,-3.1049346923828125,-17.851516723632812
-7,5,-8,-5,-20,41,,,-31,55,-26.419021606445312,30.001556396484375,-5.87091064453125,-14.343841552734375
-4,-8,-1,-24,-8,-6,,,-10,-1,-21.052963256835938,14.079833984375,-4.678436279296875,12.786041259765625
-3.0,-4.0,2.0,-36.0,-5.0,2.0,11.0,-23.0,-7.0,3.0,-18.274703979492188,12.183120727539062,-4.06103515625,30.51177978515625
-1.0,-3.0,-3.0,-24.0,-5.0,1.0,21.0,-19.0,-5.0,2.0,-7.1472015380859375,4.7747039794921875,-1.6225128173828125,16.651580810546875
0.0,13.0,-3.0,31.0,4.0,18.0,13.0,-9.0,-8.0,9.0,22.901199340820312,-10.404449462890625,-15.4482421875,-0.897735595703125
6,15,,,2,19,-9,57,-7,6,34.36492919921875,-21.021255493164062,-20.22265625,-2.271636962890625
-3,-14,,,,,-30,10,9,-37,20.852203369140625,-28.838363647460938,3.786407470703125,-4.3993377685546875
2,-5,4,5,,,-8,-1,12,-23,8.6370849609375,-20.340576171875,30.749313354492188,-5.222564697265625
3.0,7.0,4.0,7.0,1.0,-14.0,-6.0,1.0,28.0,-25.0,3.1163177490234375,-9.079421997070312,20.376480102539062,-5.8791351318359375
0.0,-8.0,0.0,9.0,27.0,18.0,-3.0,7.0,25.0,-5.0,-6.51788330078125,11.821395874023438,-0.6839752197265625,-14.580001831054688
0,9,-4,19,0,41,,,-4,35,-17.3768310546875,26.520111083984375,-3.86151123046875,-18.360458374023438
-2,6,1,-4,-17,22,,,-19,35,-23.38677978515625,22.939163208007812,-5.19708251953125,-8.170631408691406
-3,-16,5,-42,-18,-14,,,-15,-2,-22.06744384765625,14.711639404296875,-4.90386962890625,19.226539611816406
-2.0,-7.0,2.0,-51.0,5.0,-2.0,24.0,-27.0,-6.0,3.0,-15.946746826171875,10.63116455078125,-3.543731689453125,29.492507934570312
-2.0,-1.0,-6.0,-22.0,-6.0,1.0,28.0,-41.0,-8.0,5.0,-2.7081298828125,2.296417236328125,-2.3573760986328125,11.003677368164062
4.0,3.0,-1.0,13.0,1.0,5.0,5.0,-15.0,-5.0,4.0,26.308868408203125,-12.339736938476562,-17.535140991210938,-1.0974884033203125
9,22,,,8,29,-12,102,-7,12,36.03511047363281,-24.577590942382812,-19.81903839111328,-2.8153228759765625
-3,-1,,,,,-20,0,-3,-11,14.242218017578125,-23.282867431640625,7.488853454589844,-3.73291015625
-3,-13,2,-3,,,-19,0,14,-35,7.7904510498046875,-18.274765014648438,27.351425170898438,-4.600250244140625
1,-2,1,9,,,-10,-4,30,-32,3.474761962890625,-9.953842163085938,21.814178466796875,-5.54730224609375
5,0,2,10,-6,13,,,23,-9,-3.1082611083984375,5.5370941162109375,1.287109375,-10.343246459960938
1,5,1,10,8,19,,,6,12,-13.500350952148438,22.294158935546875,-3.00006103515625,-17.196685791015625
1,9,-3,14,2,39,,,-19,51,-19.693222045898438,24.433013916015625,-4.3762664794921875,-13.141212463378906
-5,-16,2,-44,-12,-7,,,-21,0,-23.920364379882812,17.254043579101562,-5.315643310546875,6.811637878417969
-3,-5,2,-31,-13,-8,,,-8,1,-20.902923583984375,13.935302734375,-4.6450958251953125,32.07322692871094
-4.0,-2.0,-3.0,-34.0,-5.0,1.0,31.0,-27.0,-10.0,6.0,-8.471649169921875,5.64776611328125,-1.882598876953125,19.23114013671875
1.0,3.0,-4.0,10.0,-1.0,6.0,11.0,-16.0,-8.0,4.0,13.129043579101562,-5.6781005859375,-9.137664794921875,-0.0594024658203125
4.0,8.0,4.0,24.0,-1.0,7.0,1.0,10.0,-2.0,5.0,30.346481323242188,-16.100387573242188,-19.205047607421875,-1.585052490234375
3.0,12.0,-6.0,42.0,5.0,14.0,-36.0,63.0,-6.0,6.0,25.754074096679688,-22.13055419921875,-11.667427062988281,-2.7924346923828125
-2,-11,2,-9,,,-5,-2,14,-36,13.00482177734375,-25.59100341796875,19.66344451904297,-4.71258544921875
0,-3,1,7,,,-11,-1,16,-15,6.0054473876953125,-15.50091552734375,28.6224365234375,-5.1744384765625
2,3,1,13,10,11,,,24,-9,0.5866241455078125,-2.923553466796875,11.463485717773438,-8.8983154296875
2,4,-3,9,-1,32,,,-1,29,-11.574066162109375,20.086837768554688,-2.572021484375,-17.21734619140625
-1,4,-1,1,-3,14,,,-12,13,-18.571487426757812,25.36187744140625,-4.126983642578125,-15.354148864746094
-4,-9,1,-24,-10,-10,,,-11,-1,-23.977203369140625,19.3399658203125,-5.3282928466796875,-0.08173370361328125
-3,-5,4,-35,-7,0,,,-10,3,-21.74810791015625,14.498748779296875,-4.8329010009765625,27.9990234375
-4.0,1.0,-1.0,-20.0,-5.0,1.0,9.0,-12.0,-3.0,1.0,-11.513092041015625,7.6754150390625,-2.5584564208984375,24.260650634765625
-2.0,-2.0,-4.0,-31.0,6.0,14.0,19.0,-28.0,-6.0,3.0,4.3931427001953125,-1.4499053955078125,-4.5126953125,3.8342437744140625
4.0,2.0,-1.0,9.0,-7.0,-7.0,17.0,-21.0,-3.0,3.0,33.141632080078125,-16.649276733398438,-21.484970092773438,-1.57135009765625
6,10,,,10,9,2,45,0,5,26.757232666015625,-20.302352905273438,-13.59344482421875,-2.4413604736328125
6,7,,,,,-18,35,19,-20,13.241134643554688,-22.870574951171875,9.499130249023438,-3.7626800537109375
2,-9,7,0,,,-19,-2,34,-41,7.7772979736328125,-18.60418701171875,29.226837158203125,-4.938507080078125
1,2,3,9,3,4,,,20,-15,3.0640411376953125,-9.008926391601562,20.503921508789062,-7.4881439208984375
2,2,-1,7,9,13,,,4,10,-8.846649169921875,15.93389892578125,-1.9659423828125,-15.926498413085938
-2,4,-3,10,-5,25,,,-9,32,-17.192520141601562,25.341964721679688,-3.8205413818359375,-16.786468505859375
-6,3,-8,1,-5,21,,,-21,21,-22.688247680664062,21.177963256835938,-5.0418548583984375,-6.348854064941406
-3,-9,-2,-24,-23,-9,,,-18,3,-22.626251220703125,15.08416748046875,-5.0280303955078125,21.84485626220703
-7,-6,1,-34,-8,-4,,,-12,1,-14.5723876953125,9.714920043945312,-3.238311767578125,27.825942993164062
-3.0,-1.0,-4.0,-32.0,-7.0,2.0,12.0,-18.0,-8.0,3.0,-0.9128570556640625,1.40533447265625,-3.0879669189453125,9.692184448242188
-1.0,0.0,-6.0,3.0,-1.0,11.0,25.0,-19.0,-10.0,5.0,26.738296508789062,-12.701431274414062,-17.733718872070312,-1.1427764892578125
6,15,,,6,17,0,51,-6,5,31.132644653320312,-20.588333129882812,-17.475860595703125,-2.3219451904296875
4,-3,,,,,-13,7,10,-12,15.718780517578125,-22.783950805664062,2.8178787231445312,-3.459991455078125
0,-10,3,-5,,,-10,2,22,-31,8.50738525390625,-19.165252685546875,25.648277282714844,-4.4034423828125
-7,8,6,8,,,-7,-1,27,-28,4.3484344482421875,-12.126815795898438,25.540542602539062,-5.78790283203125
13,-8,2,9,-3,11,,,14,-3,-2.4519805908203125,4.1047515869140625,2.7532196044921875,-10.13555908203125
2,5,-3,13,,,,,-1,22,-16.436325073242188,26.763137817382812,-3.6525115966796875,-20.3656005859375
-1,5,-3,0,,,,,-19,26,-21.255874633789062,24.460342407226562,-4.723541259765625,-11.865486145019531
-3,-15,3,-37,-10,-12,,,-19,3,-23.441162109375,16.000656127929688,-5.2091522216796875,11.765922546386719
-10.0,-5.0,-6.0,-52.0,-15.0,9.0,39.0,-53.0,-26.0,10.0,-20.03265380859375,14.826980590820312,-9.913375854492188,47.61872863769531
4.0,10.0,1.0,28.0,4.0,12.0,4.0,8.0,-4.0,6.0,27.02117919921875,-13.172531127929688,-17.737136840820312,-1.212432861328125
8.0,14.0,3.0,40.0,10.0,-8.0,-20.0,52.0,8.0,0.0,28.934249877929688,-19.741912841796875,-15.909492492675781,-2.2618560791015625
5.0,-8.0,6.0,-10.0,16.0,-50.0,6.0,0.0,36.0,-41.0,15.214080810546875,-22.768463134765625,3.9057235717773438,-3.50250244140625
11.0,2.0,7.0,-1.0,5.0,-13.0,-12.0,-2.0,39.0,-40.0,8.942840576171875,-20.528045654296875,28.997268676757812,-4.9478759765625
-10,-6,2,6,12,7,,,-2,12,3.6683197021484375,-10.458572387695312,22.76409912109375,-5.6854705810546875
0,5,-5,19,2,32,,,-2,23,-4.69384765625,8.379074096679688,1.016082763671875,-12.978851318359375
-2,6,-5,1,-11,22,,,-23,31,-15.632736206054688,24.809356689453125,-3.47393798828125,-18.061233520507812
-5,-8,3,-35,-21,-5,,,-16,2,-21.847183227539062,24.143798828125,-4.8549346923828125,-11.008995056152344
-5.0,-4.0,1.0,-45.0,-8.0,-3.0,13.0,-28.0,-8.0,2.0,-25.065093994140625,16.837554931640625,-5.570037841796875,16.53240203857422
-3.0,-5.0,-5.0,-22.0,-2.0,-1.0,11.0,-23.0,-5.0,-1.0,-16.778335571289062,11.185562133789062,-3.728515625,29.793960571289062
1.0,0.0,-6.0,-2.0,0.0,3.0,11.0,-14.0,-6.0,4.0,-5.308746337890625,3.6501617431640625,-1.56817626953125,13.518875122070312
5.0,7.0,3.0,24.0,8.0,10.0,8.0,-14.0,-2.0,5.0,22.456649780273438,-10.219482421875,-15.139083862304688,-0.8831939697265625
6,11,,,6,13,,,-4,6,33.087554931640625,-19.994415283203125,-19.605255126953125,-2.1452484130859375
-4,-3,,,2,-11,,,1,-10,18.757980346679688,-23.076385498046875,-2.3433380126953125,-3.298065185546875
-2,-7,1,-3,,,-14,0,13,-20,9.198074340820312,-19.792449951171875,22.777099609375,-4.15362548828125
1,-2,3,11,,,-7,0,26,-32,5.026641845703125,-13.465621948242188,26.576873779296875,-5.1808319091796875
5,0,,,8,3,,,25,-13,0.2245025634765625,-1.668487548828125,7.844696044921875,-7.5194854736328125
2,2,,,11,18,,,2,12,-11.971099853515625,20.777862548828125,-2.6602325439453125,-17.905502319335938
0,4,,,-7,29,,,-17,34,-19.94122314453125,26.770645141601562,-4.431396484375,-15.899307250976562
-5,-5,5,-24,-9,0,,,-17,1,-22.334548950195312,17.554290771484375,-4.963226318359375,0.6614837646484375
-8,-9,5,-51,-19,-7,,,-16,5,-21.979888916015625,14.65325927734375,-4.8844146728515625,28.353286743164062
-2.0,-2.0,1.0,-28.0,-4.0,2.0,26.0,-22.0,-8.0,4.0,-11.773025512695312,7.8487091064453125,-2.6162261962890625,25.006240844726562
2.0,3.0,-3.0,5.0,2.0,8.0,26.0,-27.0,-7.0,5.0,4.7718505859375,-1.714447021484375,-4.3814697265625,2.77899169921875
8,12,,,8,14,,,-5,6,29.456405639648438,-14.5234375,-19.24609375,-1.349700927734375
1,3,,,4,-2,,,1,-1,29.532806396484375,-21.394760131835938,-15.557937622070312,-2.521331787109375
-3.0,-11.0,6.0,-4.0,2.0,-58.0,-24.0,4.0,40.0,-49.0,13.029556274414062,-21.465118408203125,6.619476318359375,-3.4240875244140625
3,2,1,10,3,-1,,,10,-5,8.7373046875,-20.490188598632812,30.64532470703125,-5.207275390625
-1,2,-2,6,10,12,,,10,-1,3.1988372802734375,-9.295822143554688,20.788177490234375,-5.8985137939453125
0,2,-5,8,-5,21,,,-5,16,-4.9627685546875,9.076385498046875,-0.253265380859375,-12.368331909179688
-4,1,-3,1,-10,15,,,-17,21,-17.033309936523438,26.6998291015625,-3.7851715087890625,-19.158523559570312
-6,-11,2,-24,-1,-7,,,-13,1,-23.031494140625,23.974746704101562,-5.11810302734375,-9.873573303222656
-3,-3,5,-41,-7,1,,,-17,5,-23.926467895507812,15.95098876953125,-5.3170166015625,18.881752014160156
-3.0,-2.0,-3.0,-26.0,-8.0,2.0,22.0,-26.0,-9.0,5.0,-16.469161987304688,10.97943115234375,-3.6598052978515625,30.363906860351562
1.0,6.0,-8.0,22.0,-1.0,17.0,15.0,-13.0,-10.0,9.0,-2.278228759765625,2.0829620361328125,-2.529754638671875,10.684249877929688
1,12,,,0,13,-6,15,-5,4,24.247909545898438,-11.298797607421875,-16.202133178710938,-0.9988250732421875
0,7,,,-1,2,-18,44,-3,1,32.69122314453125,-20.752166748046875,-18.824905395507812,-2.2899932861328125
-5,-14,1,-6,,,-21,4,17,-38,17.340408325195312,-23.916946411132812,1.5727462768554688,-3.576629638671875
3,-1,3,9,,,-8,1,27,-27,8.7840576171875,-19.731246948242188,26.17688751220703,-4.513916015625
4.0,0.0,4.0,9.0,30.0,3.0,0.0,9.0,25.0,-16.0,4.568206787109375,-12.83990478515625,27.36553955078125,-6.7427215576171875
2,3,0,3,3,11,,,10,3,-3.8049774169921875,6.9024810791015625,0.56353759765625,-11.050552368164062
2,2,-1,5,0,20,,,0,20,-15.4366455078125,24.898406982421875,-3.43035888671875,-18.57354736328125
2,-3,-2,0,2,15,,,-23,24,-20.970901489257812,24.158218383789062,-4.6602020263671875,-11.734535217285156
-5,-9,6,-26,-12,-5,,,-14,7,-22.9244384765625,15.685928344726562,-5.0943450927734375,10.914146423339844
-2,-3,9,-44,-12,-4,,,-11,3,-18.803787231445312,12.53582763671875,-4.1786041259765625,30.512893676757812
0.0,-1.0,-5.0,-26.0,4.0,5.0,34.0,-32.0,-7.0,5.0,-7.837554931640625,5.2250518798828125,-1.741668701171875,17.990142822265625
5,8,,,0,16,13,-11,-6,8,13.620834350585938,-5.9277496337890625,-9.369827270507812,-0.360260009765625
9,16,,,5,16,-10,52,-2,5,30.586563110351562,-16.312591552734375,-19.310638427734375,-1.612060546875
-4,-10,,,,,-20,11,4,-21,26.502960205078125,-24.02203369140625,-11.26519775390625,-3.08856201171875
0,-7,3,0,,,-15,2,29,-32,11.46490478515625,-22.918472290039062,19.04766845703125,-4.2802734375
-1.0,1.0,1.0,8.0,9.0,-10.0,-6.0,3.0,21.0,-27.0,5.93389892578125,-15.201980590820312,27.67218017578125,-4.9188690185546875
2.0,2.0,3.0,5.0,10.0,1.0,-1.0,5.0,10.0,-1.0,1.6206512451171875,-5.1496124267578125,13.165756225585938,-7.0137939453125
0,4,-6,11,1,32,,,1,22,-10.353958129882812,18.371383666992188,-2.3008575439453125,-17.070709228515625
-3,-2,-5,-6,-15,20,,,-30,32,-22.667922973632812,30.89471435546875,-5.037322998046875,-18.751617431640625
-2,-5,2,-20,-1,1,,,-12,3,-28.11236572265625,21.202621459960938,-6.2471923828125,6.4242706298828125
-8.0,4.0,-16.0,-36.0,-25.0,6.0,37.0,-70.0,-29.0,19.0,-21.545425415039062,16.097366333007812,-11.279037475585938,50.56512451171875
2.0,9.0,1.0,20.0,3.0,19.0,-4.0,13.0,-6.0,10.0,31.505966186523438,-15.856735229492188,-20.408660888671875,-1.498779296875
1.0,8.0,-4.0,34.0,-1.0,5.0,-18.0,57.0,-4.0,1.0,29.585739135742188,-23.436370849609375,-14.490013122558594,-2.868316650390625
-2,-7,0,-7,,,-9,1,4,-15,12.851852416992188,-24.22283935546875,15.167030334472656,-4.2486419677734375
0,-9,7,2,,,-20,-1,29,-40,7.18994140625,-18.114151000976562,31.899337768554688,-5.6429443359375
-1,1,-1,11,12,8,,,20,-7,1.2418670654296875,-4.343170166015625,12.629104614257812,-7.8882598876953125
2,3,-4,7,-2,18,,,5,12,-9.809280395507812,17.384246826171875,-2.179840087890625,-15.7955322265625
-6,1,-8,-6,-18,19,,,-28,25,-19.955307006835938,28.015701293945312,-4.4345245361328125,-17.561134338378906
-1,-9,4,-25,-8,-3,,,-14,5,-24.822280883789062,20.313919067382812,-5.51605224609375,-0.5684356689453125
-3.0,-1.0,3.0,-21.0,-7.0,-1.0,7.0,-10.0,-7.0,2.0,-21.922866821289062,14.615234375,-4.8717498779296875,28.289100646972656
-2.0,-1.0,-3.0,-30.0,-3.0,5.0,24.0,-22.0,-8.0,5.0,-12.237167358398438,8.15814208984375,-2.7193756103515625,26.149948120117188
0.0,8.0,-3.0,20.0,2.0,20.0,14.0,-10.0,-8.0,9.0,7.5805511474609375,-3.046661376953125,-5.89990234375,1.58843994140625
2.0,7.0,-2.0,32.0,0.0,7.0,-6.0,30.0,-2.0,2.0,33.28330993652344,-17.098968505859375,-21.369766235351562,-1.642791748046875
2.0,-2.0,-1.0,8.0,3.0,-11.0,-17.0,15.0,3.0,-7.0,28.58502197265625,-24.669158935546875,-12.88873291015625,-3.117584228515625
0,-8,4,-5,,,-9,1,16,-27,12.052658081054688,-23.925003051757812,19.126144409179688,-4.4321746826171875
3,-1,4,7,,,-7,1,16,-20,6.3528289794921875,-16.417022705078125,30.382171630859375,-5.554351806640625
0.0,2.0,0.0,7.0,-6.0,3.0,-4.0,2.0,10.0,-9.0,1.2156219482421875,-3.9600677490234375,10.44342041015625,-6.30340576171875
1,2,-2,10,16,24,,,14,9,-14.060272216796875,24.286727905273438,-3.1244964599609375,-21.380767822265625
-1,0,-3,-1,,,,,-15,23,-23.392608642578125,29.422470092773438,-5.1983642578125,-16.169044494628906
-5,-9,-1,-23,,,,,-15,2,-22.702865600585938,16.131515502929688,-5.045074462890625,7.051963806152344
-3.0,-4.0,1.0,-25.0,-10.0,-3.0,4.0,-14.0,-16.0,7.0,-21.5755615234375,14.383712768554688,-4.7945709228515625,33.3377685546875
-2.0,-1.0,1.0,-19.0,-6.0,-1.0,22.0,-23.0,-8.0,4.0,-8.05743408203125,5.371612548828125,-1.7905426025390625,18.467666625976562
2.0,8.0,-4.0,7.0,2.0,14.0,15.0,-24.0,-6.0,7.0,18.465576171875,-8.223220825195312,-12.554916381835938,-0.6692352294921875
1,7,,,1,11,-7,30,-1,4,33.18037414550781,-18.96295166015625,-20.255149841308594,-1.965362548828125
0,-1,,,1,-6,-18,21,1,-1,20.74420166015625,-21.981719970703125,-6.530426025390625,-2.9768524169921875
2.0,-7.0,6.0,3.0,7.0,-55.0,-11.0,3.0,32.0,-49.0,11.534881591796875,-24.113845825195312,24.79338836669922,-4.86431884765625
2.0,-1.0,3.0,7.0,22.0,2.0,-2.0,8.0,26.0,-26.0,5.18896484375,-13.961715698242188,27.761978149414062,-5.5308990478515625
1,3,0,8,0,8,,,10,5,0.0701141357421875,-1.17974853515625,6.60382080078125,-7.1020660400390625
0,5,-3,11,-1,25,,,-3,29,-9.96600341796875,17.558975219726562,-2.214691162109375,-15.583038330078125
-1,-1,-3,-7,-5,9,,,-27,21,-21.9725341796875,30.037216186523438,-4.882781982421875,-18.280731201171875
-5,-4,1,-25,-16,-6,,,-15,4,-25.614501953125,19.739593505859375,-5.692108154296875,3.27398681640625
-1.0,-2.0,1.0,-18.0,-4.0,-2.0,8.0,-8.0,-7.0,3.0,-19.170257568359375,12.78021240234375,-4.260040283203125,26.61419677734375
-4.0,0.0,-7.0,-17.0,-10.0,1.0,20.0,-28.0,-11.0,6.0,-11.506256103515625,7.67083740234375,-2.55694580078125,24.647842407226562
0.0,1.0,-3.0,2.0,-2.0,4.0,1.0,-16.0,-5.0,3.0,7.3416290283203125,-2.8880615234375,-5.9502105712890625,2.1793212890625
3.0,7.0,7.0,12.0,2.0,13.0,8.0,-3.0,-4.0,8.0,27.352081298828125,-13.63348388671875,-17.790420532226562,-1.27850341796875
7.0,19.0,6.0,44.0,10.0,14.0,7.0,48.0,0.0,4.0,30.192138671875,-22.255767822265625,-15.695571899414062,-2.6431732177734375
-2,-12,-2,-13,,,-17,6,12,-25,14.031387329101562,-24.527389526367188,11.339309692382812,-4.0983428955078125
-2,-8,3,-12,,,-17,-1,17,-31,7.795684814453125,-19.104522705078125,31.729598999023438,-5.4612274169921875
4.0,-3.0,3.0,11.0,7.0,3.0,-5.0,1.0,28.0,-22.0,2.32159423828125,-6.946136474609375,16.152725219726562,-6.3021392822265625
-2,3,-1,11,,,,,9,12,-8.30340576171875,15.025238037109375,-1.845184326171875,-15.516387939453125
3,6,0,-1,,,,,-15,43,-23.994827270507812,33.65553283691406,-5.332183837890625,-21.202903747558594
-4,-8,4,-42,-11,-7,,,-15,3,-25.679718017578125,19.970199584960938,-5.7066192626953125,2.726776123046875
0.0,-3.0,-1.0,-24.0,8.0,8.0,9.0,-17.0,-9.0,5.0,-18.72271728515625,12.4818115234375,-4.16058349609375,25.431800842285156
-1.0,1.0,-5.0,-9.0,-14.0,-6.0,10.0,-8.0,-6.0,3.0,-11.821945190429688,7.881317138671875,-2.627105712890625,24.90045166015625
1.0,11.0,0.0,30.0,3.0,17.0,18.0,-16.0,-10.0,10.0,2.8892059326171875,-0.8319091796875,-3.364593505859375,3.5852203369140625
4.0,6.0,-3.0,37.0,0.0,10.0,-16.0,50.0,-4.0,1.0,27.965118408203125,-13.5025634765625,-18.427947998046875,-1.2325439453125
-1.0,-3.0,-3.0,1.0,3.0,-9.0,-14.0,6.0,1.0,-2.0,28.699066162109375,-19.285186767578125,-15.942291259765625,-2.1927947998046875
-1.0,-7.0,-1.0,-2.0,-1.0,-18.0,-13.0,5.0,6.0,-10.0,16.279495239257812,-23.938018798828125,3.8455276489257812,-3.6733245849609375
